Code departement,Code postal,Commune
18,18350,OUROUER-LES-BOURDELINS
18,18410,CLEMONT
18,18240,STE GEMME EN SANCERROIS
18,18410,ARGENT-SUR-SAULDRE
18,18700,STE-MONTAINE
18,18260,VAILLY-SUR-SAULDRE
18,18260,BARLIEU
18,18350,CHARLY
18,18210,BANNEGON
18,18260,SUBLIGNY
18,18240,BOULLERET
18,18300,COUARGUES
18,18320,JOUET-SUR-L AUBOIS
18,18350,CORNUSSE
18,18140,SANCERGUES
18,18140,JUSSY-LE-CHAUDRIER
18,18150,LA GUERCHE SUR L AUBOIS
18,18210,BESSAIS-LE-FROMENTAL
18,18300,JALOGNES
18,18200,ORVAL
18,18190,CHAMBON
18,18160,TOUCHAY
18,18190,UZAY-LE-VENON
18,18250,LA CHAPELOTTE
18,18300,SAINT-SATUR
18,18240,SANTRANGES
18,18140,HERRY
18,18300,BANNAY
18,18200,COLOMBIERS
18,18200,LA GROUTTE
18,18300,VEAUGUES
18,18300,SANCERRE
18,18140,ARGENVIERES
18,18210,THAUMIERS
18,18300,BUE
18,18250,MONTIGNY
18,18360,VESDUN
18,18270,CULAN
18,18130,OSMERY
18,18160,CHEZAL-BENOIT
18,18210,LE PONDY
18,18320,COURS-LES-BARRES
18,18140,GROISES
18,18350,BLET
18,18260,ASSIGNY
18,18210,VERNAIS
18,18300,MENETREOL-SOUS-SANCERRE
18,18140,PRECY
18,18160,LIGNIERES
18,18200,BRUERE-ALLICHAMPS
18,18200,SAINT-GEORGES-DE-POISIEUX
18,18160,SAINT-HILAIRE-EN-LIGNIERES
18,18600,NEUVY-LE-BARROIS
18,18200,BOUZAIS
18,18300,CREZANCY-EN-SANCERRE
18,18190,SAINT-LOUP-DES-CHAUMES
18,18600,AUGY-SUR-AUBOIS
18,18130,CHALIVOY-MILON
18,18410,BRINON-SUR-SAULDRE
18,18260,CONCRESSAULT
18,18700,MENETREOL-SUR-SAULDRE
18,18370,SAINT-SATURNIN
18,18340,SAINT-GERMAIN-DES-BOIS
18,18190,VENESMES
18,18250,ACHERES
18,18300,SURY-EN-VAUX
18,18200,ORCENAIS
18,18260,DAMPIERRE-EN-CROT
18,18250,NEUILLY-EN-SANCERRE
18,18170,MORLAC
18,18300,SAINT-BOUIZE
18,18140,COUY
18,18370,SAINT-JEANVRIN
18,18270,SIDIAILLES
18,18150,LE CHAUTAY
18,18270,SAINT-MAUR
18,18350,NERONDES
18,18300,FEUX
18,18300,THAUVENAY
18,18320,SAINT-HILAIRE-DE-GONDILLY
18,18300,VINON
18,18600,SANCOINS
18,18360,SAINT-VITTE
18,18350,FLAVIGNY
18,18160,INEUIL
18,18380,LA CHAPELLE D ANGILLON
18,18150,LA CHAPELLE-HUGON
18,18160,SAINT-BAUDEL
18,18340,LISSAY-LOCHY
18,18130,RAYMOND
18,18150,GERMIGNY L EXEMPT
18,18320,BEFFES
18,18200,LA PERCHE
18,18600,MORNAY-SUR-ALLIER
18,18260,SURY-ES-BOIS
18,18260,THOU
18,18360,SAULZAIS-LE-POTIER
18,18270,ST-CHRISTOPHE-LE-CHAUDRY
18,18170,LE CHATELET
18,18200,AINAY-LE-VIEIL
18,18370,SAINT-PRIEST-LA-MARCHE
18,18170,MAISONNAIS
18,18190,CHAVANNES
18,18300,MENETOU-RATEL
18,18300,VERDIGNY
18,18350,CROISY
18,18160,VILLECELIN
18,18600,GIVARDON
18,18260,VILLEGENON
18,18380,MERY-ES-BOIS
18,18140,CHARENTONNAY
18,18140,SAINT-MARTIN-DES-CHAMPS
18,18170,LOYE-SUR-ARNON
18,18140,SAINT-LEGER-LE-PETIT
18,18190,CORQUOY
18,18200,NOZIERES
18,18350,CHAUMONT
18,18300,GARDEFORT
18,18140,LUGNY-CHAMPAGNE
18,18350,IGNOL
18,18200,FARGES-ALLICHAMPS
18,18140,GARIGNY
18,18190,CREZANCAY-SUR-CHER
18,18600,SAGONNE
18,18210,COUST
18,18190,SERRUELLES
18,18370,BEDDES
18,18800,ETRECHY
18,18360,EPINEUIL-LE-FLEURIEL
18,18130,LANTAN
18,18130,BUSSY
18,18190,VALLENAY
18,18350,MORNAY-BERRY
18,18200,ARCOMPS
18,18350,TENDRON
18,18130,SAINT-DENIS DE PALIN
18,18360,LA CELETTE
18,18600,VEREAUX
18,18190,SAINT-SYMPHORIEN
18,18320,MENETOU-COUTURE
18,18600,SAINT AIGNAN DES NOYERS
18,18130,COGNY
18,18160,MONTLOUIS
18,18350,LUGNY-BOURBONNAIS
18,18800,NERONDES
18,18130,PARNAY
18,18150,APREMONT-SUR-ALLIER
18,18140,SEVRY
19,19430,MERCOEUR
19,19320,SAINT-MARTIN-LA-MEANNE
19,19170,GOURDON-MURAT
19,19000,TULLE
19,19700,LAGRAULIERE
19,19140,CONDAT SUR GANAVEIX
19,19150,CHANAC-LES-MINES
19,19220,SAINT-PRIVAT
19,19700,SAINT-JAL
19,19250,MEYMAC
19,19120,ALTILLAC
19,19150,SAINT-MARTIAL-DE-GIMEL
19,19330,CHANTEIX
19,19510,MEILHARDS
19,19490,SAINTE FORTUNADE
19,19460,NAVES
19,19150,LAGUENNE-SUR-AVALOUZE
19,19330,CHAMEYRAT
19,19150,PANDRIGNES
19,19260,TREIGNAC
19,19380,ALBUSSAC
19,19170,TOY-VIAM
19,19700,SAINT-CLEMENT
19,19150,LAGARDE-MARC-LA-TOUR
19,19380,SAINT-SYLVAIN
19,19290,SORNAC
19,19200,USSEL
19,19160,NEUVIC
19,19380,FORGES
19,19200,MARGERIDES
19,19400,ARGENTAT-SUR-DORDOGNE
19,19250,DAVIGNAC
19,19400,MONCEAUX-SUR-DORDOGNE
19,19200,LIGNAREIX
19,19110,BORT LES ORGUES
19,19200,SAINT-VICTOUR
19,19340,MONESTIER MERLINES
19,19320,CHAMPAGNAC-LA-PRUNE
19,19170,SAINT-HILAIRE-LES-COURBES
19,19320,MARCILLAC-LA-CROISILLE
19,19200,SAINT-BONNET-PRES-BORT
19,19160,SAINT-HILAIRE-LUC
19,19170,LACELLE
19,19800,BAR
19,19250,AMBRUGEAT
19,19430,GOULLES
19,19340,FEYT
19,19160,SERANDON
19,19340,MERLINES
19,19800,GIMEL-LES-CASCADES
19,19160,SAINT-PANTALEON-DE-LAPLEAU
19,19400,HAUTEFAGE
19,19220,SAINT-CIRGUES-LA-LOUTRE
19,19200,CONFOLENT-PORT-DIEU
19,19340,EYGURANDE
19,19470,LE LONZAC
19,19320,GUMOND
19,19300,EGLETONS
19,19290,SAINT SETIERS
19,19320,CHAMPAGNAC-LA-NOAILLE
19,19170,BUGEAT
19,19450,CHAMBOULIVE
19,19370,CHAMBERET
19,19140,UZERCHE
19,19150,CORNIL
19,19170,PEROLS-SUR-VEZERE
19,19390,SAINT-AUGUSTIN
19,19290,PEYRELEVADE
19,19800,SARRAN
19,19250,MAUSSAC
19,19320,CLERGOUX
19,19330,SAINT-GERMAIN-LES-VERGNES
19,19700,SEILHAC
19,19300,MOUSTIER-VENTADOUR
19,19380,NEUVILLE
19,19260,VEIX
19,19330,SAINT MEXANT
19,19200,SAINT-PARDOUX-LE-NEUF
19,19700,SAINT-SALVADOUR
19,19380,SAINT-CHAMANT
19,19800,CORREZE
19,19430,CAMPS-SAINT-MATHURIN-LEOBAZEL
19,19150,ESPAGNAC
19,19510,MASSERET
19,19200,CHAVEROCHE
19,19150,SAINT-PAUL
19,19800,SAINT-PRIEST-DE-GIMEL
19,19260,AFFIEUX
19,19800,EYREIN
19,19550,SAINT-HILAIRE-FOISSAC
19,19150,LADIGNAC SUR RONDELLES
19,19170,L'EGLISE AUX BOIS
19,19200,AIX
19,19560,SAINT-HILAIRE-PEYROUX
19,19250,SAINT-SULPICE-LES-BOIS
19,19510,SALON-LA-TOUR
19,19140,SAINT-YBARD
19,19220,AURIAC
19,19330,FAVARS
19,19170,TARNAC
19,19320,SAINT-PARDOUX-LA-CROISILLE
19,19510,LAMONGERIE
19,19140,EYBURIE
19,19170,PRADINES
19,19320,LA ROCHE CANILLAC
19,19170,BONNEFOND
19,19390,BEAUMONT
19,19110,SARROUX-SAINT JULIEN
19,19200,SAINT-ETIENNE-AUX-CLOS
19,19220,DARAZAC
19,19220,SERVIERES LE CHATEAU
19,19320,SAINT-MERD-DE-LAPLEAU
19,19170,VIAM
19,19200,SAINT ANGEL
19,19220,BASSIGNAC-LE-HAUT
19,19160,LIGINIAC
19,19300,ROSIERS-D EGLETONS
19,19320,GROS-CHASTANG
19,19300,MONTAIGNAC-ST-HIPPOLYTE
19,19390,ORLIAC-DE-BAR
19,19320,LAFAGE-SUR-SOMBRE
19,19430,SEXCLES
19,19320,ARGENTAT-SUR-DORDOGNE
19,19200,SAINT-EXUPERY-LES-ROCHES
19,19200,THALAMY
19,19400,SAINT-HILAIRE-TAURIEUX
19,19300,SAINT-YRIEIX-LE-DEJALAT
19,19220,SAINT-GENIEZ-O-MERLE
19,19470,MADRANGES
19,19140,ESPARTIGNAC
19,19200,SAINT-PARDOUX-LE-VIEUX
19,19190,LE CHASTANG
19,19220,SAINT-JULIEN-AUX-BOIS
19,19340,LAROCHE-PRES-FEYT
19,19260,RILHAC-TREIGNAC
19,19550,LAPLEAU
19,19450,PIERREFITTE
19,19160,LATRONCHE
19,19370,SOUDAINE-LAVINADIERE
19,19160,ROCHE-LE-PEYROUX
19,19260,PEYRISSAC
19,19290,BELLECHASSAGNE
19,19300,PERET BEL AIR
19,19160,PALISSE
19,19430,BASSIGNAC-LE-BAS
19,19290,SAINT-REMY
19,19220,RILHAC-XAINTRIE
19,19800,MEYRIGNAC-L EGLISE
19,19160,LAMAZIERE-BASSE
19,19200,SAINT-FREJOUX
19,19290,MILLEVACHES
19,19250,COMBRESSOL
19,19800,VITRAC-SUR-MONTANE
19,19300,SOUDEILLES
19,19200,MESTES
19,19550,SOURSAC
19,19160,CHIRAC-BELLEVUE
19,19300,GRANDSAIGNE
19,19290,SAINT-GERMAIN-LAVOLPS
19,19300,LA CHAPELLE SPINASSE
19,19430,REYGADES
19,19390,CHAUMEIL
19,19110,MONESTIER-PORT-DIEU
19,19170,SAINT-MERD-LES-OUSSINES
19,19190,MENOIRE
19,19340,LAMAZIERE-HAUTE
19,19430,LA CHAPELLE SAINT GERAUD
19,19300,DARNETS
19,19200,ALLEYRAT
19,19550,LAVAL-SUR-LUZEGE
19,19430,SAINT-JULIEN-LE-PELERIN
19,19430,SAINT-BONNET-LES-TOURS-DE-M
19,19380,SAINT-BONNET-ELVERT
19,19400,SAINT-MARTIAL-ENTRAYGUES
19,19170,LESTARDS
19,19300,MONTAIGNAC-SUR-DOUSTRE
19,19290,CHAVANAC
19,19300,LE JARDIN
19,19200,VEYRIERES
19,19200,VALIERGUES
19,19340,COUFFY-SUR-SARSONNE
19,19350,CHABRIGNAC
19,19350,JUILLAC
19,19410,SAINT-BONNET-L ENFANTIER
19,19100,BRIVE LA GAILLARDE
19,19190,AUBAZINE
19,19190,BEYNAT
19,19270,DONZENAC
19,19360,MALEMORT
19,19600,SAINT-PANTALEON-DE-LARCHE
19,19600,LARCHE
19,19500,LAGLEYGEOLLE
19,19230,TROCHE
19,19210,LUBERSAC
19,19120,NONARDS
19,19500,TURENNE
19,19270,SADROC
19,19310,LOUIGNAC
19,19410,PERPEZAC-LE-NOIR
19,19310,BRIGNAC-LA-PLAINE
19,19410,ESTIVAUX
19,19230,BEYSSENAC
19,19210,SAINT-MARTIN-SEPERT
19,19310,YSSANDON
19,19600,CHASTEAUX
19,19500,COLLONGES-LA-ROUGE
19,19210,SAINT-PARDOUX-CORBIER
19,19360,LA CHAPELLE-AUX-BROCS
19,19270,SAINTE FEREOLE
19,19270,USSAC
19,19500,LIGNEYRAC
19,19240,ALLASSAC
19,19120,ASTAILLAC
19,19120,PUY-D ARNAC
19,19270,SAINT-PARDOUX-L ORTIGIER
19,19520,MANSAC
19,19120,BEAULIEU-SUR-DORDOGNE
19,19240,VARETZ
19,19240,SAINT-VIANCE
19,19120,SIONIAC
19,19230,ARNAC-POMPADOUR
19,19600,NOAILLES
19,19600,SAINT-CERNIN-DE-LARCHE
19,19500,ST-BAZILE-DE-MEYSSAC
19,19410,ORGNAC-SUR-VEZERE
19,19600,LISSAC-SUR-COUZE
19,19130,VIGNOLS
19,19310,SAINT-ROBERT
19,19130,OBJAT
19,19120,BILHAC
19,19130,VOUTEZAC
19,19230,SAINT-SORNIN-LAVOLPS
19,19310,PERPEZAC-LE-BLANC
19,19520,CUBLAC
19,19130,SAINT-AULAIRE
19,19500,SAINT-JULIEN-MAUMONT
19,19600,NESPOULS
19,19500,MEYSSAC
19,19190,SERILHAC
19,19310,AYEN
19,19410,VIGEOIS
19,19120,LA CHAPELLE-AUX-SAINTS
19,19500,NOAILHAC
19,19350,CONCEZE
19,19360,COSNAC
19,19500,CHAUFFOUR-SUR-VELL
19,19130,SAINT-SOLVE
19,19360,DAMPNIAT
19,19210,SAINT-JULIEN-LE-VENDOMOIS
19,19130,SAINT-CYR-LA-ROCHE
19,19500,JUGEALS-NAZARETH
19,19130,SAINT-BONNET-LA-RIVIERE
19,19500,CUREMONTE
19,19230,SEGUR-LE-CHATEAU
19,19120,TUDEILS
19,19500,LOSTANGES
19,19190,LE PESCHER
19,19230,BEYSSAC
19,19190,PALAZINGES
19,19310,SEGONZAC
19,19130,VARS-SUR-ROSEIX
19,19500,SAILLAC
19,19120,VEGENNES
19,19600,CHARTRIER-FERRIERE
19,19190,LANTEUIL
19,19120,CHENAILLERS-MASCHEIX
19,19500,MARCILLAC-LA-CROZE
19,19120,QUEYSSAC-LES-VIGNES
19,19350,ROSIERS-DE-JUILLAC
19,19190,ALBIGNAC
19,19510,BENAYES
19,19600,ESTIVALS
19,19500,BRANCEILLES
19,19130,LASCAUX
19,19210,SAINT-ELOY-LES-TUILERIES
19,19130,SAINT-CYPRIEN
19,19210,MONTGIBAUD
19,19120,LIOURDRES
21,21121,FONTAINE-LES-DIJON
21,21000,DIJON
21,21250,TRUGNY
21,21490,NORGES-LA-VILLE
21,21300,CHENOVE
21,21320,ESSEY
21,21110,BRETENIERE
21,21600,LONGVIC
21,21370,PLOMBIERES-LES-DIJON
21,21610,LICEY-SUR-VINGEANNE
21,21120,GEMEAUX
21,21430,LIERNAIS
21,21220,GEVREY CHAMBERTIN
21,21140,SAINT-EUPHRONE
21,21190,MEURSAULT
21,21340,MOLINOT
21,21320,MONT-SAINT-JEAN
21,21360,CHAUDENAY-LA-VILLE
21,21230,VOUDENAY
21,21380,MESSIGNY-ET-VANTOUX
21,21121,HAUTEVILLE-LES-DIJON
21,21560,COUTERNON
21,21370,PASQUES
21,21490,SAINT JULIEN
21,21130,ATHEE
21,21440,BLIGNY-LE-SEC
21,21510,AIGNAY-LE-DUC
21,21580,GRANCEY-LE-CHATEAU-NEUVELLE
21,21250,LECHATELET
21,21240,TALANT
21,21360,BLIGNY-SUR-OUCHE
21,21320,CHATELLENOT
21,21700,NUITS-SAINT-GEORGES
21,21440,LERY
21,21250,PAGNY-LA-VILLE
21,21130,AUXONNE
21,21910,CORCELLES-LES-CITEAUX
21,21370,VELARS-SUR-OUCHE
21,21110,ROUVRES-EN-PLAINE
21,21130,VILLERS-LES-POTS
21,21130,FLAMMERANS
21,21390,VIC-SOUS-THIL
21,21600,FENAY
21,21540,MESMONT
21,21410,FLEUREY-SUR-OUCHE
21,21400,PRUSLY-SUR-OURCE
21,21270,BINGES
21,21440,VAUX-SAULES
21,21800,CHEVIGNY-SAINT-SAUVEUR
21,21490,BRETIGNY
21,21320,MACONGE
21,21320,ROUVRES-SOUS-MEILLY
21,21530,ROUVRAY
21,21270,PONTAILLER-SUR-SAONE
21,21210,THOISY-LA-BERCHERE
21,21120,IS SUR TILLE
21,21410,ANCEY
21,21320,POUILLY-EN-AUXOIS
21,21910,BARGES
21,21540,SAINT-ANTHOT
21,21910,SAULON-LA-RUE
21,21120,MOLOY
21,21121,AHUY
21,21250,SEURRE
21,21140,SEMUR-EN-AUXOIS
21,21700,PREMEAUX-PRISSEY
21,21350,VITTEAUX
21,21640,GILLY-LES-CITEAUX
21,21250,CORBERON
21,21110,AISEREY
21,21270,VONGES
21,21390,NOIDAN
21,21320,ARCONCEY
21,21200,BEAUNE
21,21250,GLANON
21,21130,VILLERS-ROTIN
21,21120,DIENAY
21,21700,ARCENANT
21,21200,MEURSANGES
21,21340,CORMOT-VAUCHIGNON
21,21200,CHOREY LES BEAUNE
21,21130,TRECLUN
21,21760,LAMARCHE-SUR-SAONE
21,21440,LAMARGELLE
21,21440,SAINT-MARTIN-DU-MONT
21,21420,ALOXE-CORTON
21,21250,POUILLY-SUR-SAONE
21,21700,CORGOLOIN
21,21120,TIL-CHATEL
21,21500,MONTBARD
21,21110,GENLIS
21,21190,AUXEY-DURESSES
21,21190,SAINT-ROMAIN
21,21120,MARCILLY-SUR-TILLE
21,21470,BRAZEY-EN-PLAINE
21,21450,MAGNY-LAMBERT
21,21800,QUETIGNY
21,21270,SAINT-LEGER-TRIEY
21,21130,PONT
21,21500,TOUILLON
21,21400,CHATILLON SUR SEINE
21,21910,SAVOUGES
21,21230,ARNAY-LE DUC
21,21200,LEVERNOIS
21,21850,SAINT-APOLLINAIRE
21,21170,LOSNE
21,21210,SAINT-MARTIN-DE-LA-MER
21,21160,MARSANNAY LA COTE
21,21390,BRAUX
21,21220,MOREY-SAINT-DENIS
21,21400,POTHIERES
21,21360,ECUTIGNY
21,21160,PERRIGNY-LES-DIJON
21,21800,SENNECEY-LES-DIJON
21,21490,VAROIS ET CHAIGNOT
21,21400,GOMMEVILLE
21,21380,ASNIERES-LES-DIJON
21,21260,BOUSSENOIS
21,21320,CHAILLY-SUR-ARMANCON
21,21490,RUFFEY-LES-ECHIREY
21,21220,FIXIN
21,21220,CURTIL-VERGY
21,21910,NOIRON-SOUS-GEVREY
21,21120,MAREY-SUR-TILLE
21,21430,BLANOT
21,21330,LAIGNES
21,21130,BILLEY
21,21210,MONTLAY-EN-AUXOIS
21,21130,LABERGEMENT-LES-AUXONNE
21,21500,SAINT-REMY
21,21450,VILLAINES-EN-DUESMOIS
21,21210,LA MOTTE-TERNANT
21,21510,SAINT-GERMAIN-LE-ROCHEUX
21,21450,BAIGNEUX-LES-JUIFS
21,21220,TERNANT
21,21210,SAULIEU
21,21310,BEIRE-LE-CHATEL
21,21390,MONTIGNY-SAINT-BARTHELEMY
21,21140,LE-VAL-LARREY
21,21200,BOUZE-LES-BEAUNE
21,21500,MARMAGNE
21,21820,LABERGEMENT-LES-SEURRE
21,21260,FONCEGRIVE
21,21630,POMMARD
21,21190,CORPEAU
21,21430,MANLAY
21,21110,TART
21,21400,CHAMESSON
21,21250,TICHEY
21,21170,ESBARRES
21,21700,COMBLANCHIEN
21,21510,BEAUNOTTE
21,21610,FONTAINE-FRANCAISE
21,21110,IZEURE
21,21400,BUNCEY
21,21610,MONTIGNY-MORNAY-VILLENEUVE-SUR
21,21610,SAINT-SEINE-SUR-VINGEANNE
21,21560,REMILLY-SUR-TILLE
21,21340,SANTOSSE
21,21250,BONNENCONTRE
21,21110,COLLONGES-ET-PREMIERES
21,21460,TOUTRY
21,21430,DIANCEY
21,21170,CHARREY-SUR-SAONE
21,21130,SAINT-SEINE-EN-BACHE
21,21110,BESSEY-LES-CITEAUX
21,21250,BROIN
21,21190,VOLNAY
21,21410,SAINTE-MARIE-SUR-OUCHE
21,21170,SAINT-SYMPHORIEN-SUR-SAONE
21,21110,IZIER
21,21700,VILLARS-FONTAINE
21,21110,SOIRANS
21,21110,THOREY EN PLAINE
21,21320,BELLENOT-SOUS-POUILLY
21,21420,BOUILLAND
21,21580,AVOT
21,21120,VERNOT
21,21170,SAINT-USAGE
21,21110,CESSEY-SUR-TILLE
21,21120,VILLEY-SUR-TILLE
21,21260,SELONGEY
21,21150,FLAVIGNY-SUR-OZERAIN
21,21450,ORRET
21,21570,GRANCEY-SUR-OURCE
21,21170,ECHENON
21,21550,LADOIX SERRIGNY
21,21170,TROUHANS
21,21170,AUBIGNY-EN-PLAINE
21,21140,LANTILLY
21,21260,CHAZEUIL
21,21420,SAVIGNY-LES-BEAUNE
21,21360,MONTCEAU-ET-ECHARNANT
21,21290,GURGY-LE-CHATEAU
21,21190,MERCEUIL
21,21170,SAINT-JEAN-DE-LOSNE
21,21700,ARGILLY
21,21120,SAULX-LE-DUC
21,21270,PERRIGNY-SUR-L OGNON
21,21170,LAPERRIERE-SUR-SAONE
21,21110,ECHIGEY
21,21360,BESSEY-EN-CHAUME
21,21580,FRAIGNOT-ET-VESVROTTE
21,21200,VIGNOLES
21,21110,MAGNY-SUR-TILLE
21,21580,CUSSEY-LES-FORGES
21,21200,COMBERTAULT
21,21510,MINOT
21,21110,CHAMBEIRE
21,21590,SANTENAY
21,21160,CORCELLES-LES-MONTS
21,21700,BAGNOT
21,21230,MAGNIEN
21,21270,TALMAY
21,21220,CHAMBOEUF
21,21560,ARC-SUR-TILLE
21,21490,CLENAY
21,21410,MALAIN
21,21430,MENESSAIRE
21,21380,SAVIGNY-LE-SEC
21,21150,MARIGNY-LE-CAHOUET
21,21250,CHAMBLANC
21,21610,ORAIN
21,21500,MOUTIERS-SAINT-JEAN
21,21500,FRESNES
21,21121,VAL-SUZON
21,21700,VOSNE-ROMANEE
21,21500,ASNIERES-EN-MONTAGNE
21,21120,VILLECOMTE
21,21700,FUSSEY
21,21190,EBATY
21,21150,SEIGNY
21,21500,BUFFON
21,21500,MONTIGNY MONTFORT
21,21500,ROUGEMONT
21,21150,DARCEY
21,21570,BELAN-SUR-OURCE
21,21330,CHANNAY
21,21400,PUITS
21,21110,LONGEAULT-PLUVAULT
21,21110,LONGCHAMP
21,21310,BELLENEUVE
21,21310,RENEVE
21,21150,GRIGNON
21,21430,MARCHESEUIL
21,21340,THURY
21,21800,NEUILLY-CRIMOLOIS
21,21150,BUSSY-LE-GRAND
21,21150,POUILLENAY
21,21340,NOLAY
21,21540,VIELMOULIN
21,21320,CHAZILLY
21,21440,TROUHAUT
21,21700,CHAUX
21,21360,THOREY-SUR-OUCHE
21,21430,SUSSEY
21,21640,FLAGEY-ECHEZEAUX
21,21400,AMPILLY-LE-SEC
21,21540,SOMBERNON
21,21700,VILLERS-LA-FAYE
21,21540,PANGES
21,21200,SAINTE-MARIE-LA-BLANCHE
21,21530,SAINT-GERMAIN-DE-MODEON
21,21260,VERONNES
21,21910,SAULON-LA-CHAPELLE
21,21500,ETAIS
21,21450,SAINT-MARC-SUR-SEINE
21,21150,MENETREUX-LE-PITOIS
21,21500,COURCELLES-LES-MONTBARD
21,21140,PONT-ET-MASSENE
21,21460,VIEUX-CHATEAU
21,21190,PULIGNY-MONTRACHET
21,21610,FONTENELLE
21,21120,CHAIGNAY
21,21380,SAUSSY
21,21150,ALISE-SAINTE-REINE
21,21150,VENAREY-LES-LAUMES
21,21210,VILLARGOIX
21,21410,PRALON
21,21220,L'ETANG VERGY
21,21540,BLAISY-BAS
21,21310,CHAMPAGNE-SUR-VINGEANNE
21,21250,CORGENGOUX
21,21160,COUCHEY
21,21150,GISSEY-SOUS-FLAVIGNY
21,21290,TERREFONDREE
21,21510,MAUVILLY
21,21410,BARBIREY-SUR-OUCHE
21,21540,GRENANT-LES-SOMBERNON
21,21220,BROCHON
21,21190,MONTHELIE
21,21510,ECHALOT
21,21450,LA VILLENEUVE LES CONVERS
21,21140,VILLARS-ET-VILLENOTTE
21,21140,COURCELLES-LES-SEMUR
21,21340,AUBIGNY-LA-RONCE
21,21350,SOUSSEY-SUR-BRIONNE
21,21700,GERLAND
21,21270,HEUILLEY-SUR-SAONE
21,21130,MAGNY-MONTARLOT
21,21270,SAINT-SAUVEUR
21,21350,VILLEBERNY
21,21370,LANTENAY
21,21230,MALIGNY
21,21410,ARCEY
21,21220,REULLE-VERGY
21,21520,BOUDREVILLE
21,21220,CHEVANNES
21,21130,LES MAILLYS
21,21380,EPAGNY
21,21330,BOUIX
21,21310,MIREBEAU-SUR-BEZE
21,21200,CHEVIGNY-EN-VALIERE
21,21230,MIMEURE
21,21110,TART-LE-BAS
21,21350,MASSINGY-LES-VITTEAUX
21,21430,VIANGES
21,21490,BROGNON
21,21400,MOSSON
21,21400,NOD-SUR-SEINE
21,21270,SOISSONS-SUR-NACEY
21,21270,VIELVERGE
21,21690,BOUX-SOUS-SALMAISE
21,21170,SAMEREY
21,21530,LA ROCHE-EN-BRENIL
21,21400,VANVEY
21,21220,URCY
21,21340,VAL-MONT
21,21520,VEUXHAULLES-SUR-AUBE
21,21400,CHARREY-SUR-SEINE
21,21410,GISSEY-SUR-OUCHE
21,21320,CHATEAUNEUF
21,21540,AUBIGNY-LES-SOMBERNON
21,21320,CIVRY-EN-MONTAGNE
21,21200,RUFFEY-LES-BEAUNE
21,21360,PAINBLANC
21,21430,CENSEREY
21,21490,ORGEUX
21,21330,MOLESME
21,21310,ARCEAU
21,21510,BUSSEAUT
21,21700,QUINCEY
21,21350,GISSEY-LE-VIEIL
21,21600,OUGES
21,21540,TURCEY
21,21250,AUVILLARS-SUR-SAONE
21,21290,FAVEROLLES-LES-LUCEY
21,21700,MEUILLEY
21,21310,OISILLY
21,21350,VELOGNY
21,21530,SAINT-ANDEUX
21,21350,THOREY-SOUS-CHARNY
21,21260,ORVILLE
21,21430,BARD-LE-REGULIER
21,21450,JOURS-LES-BAIGNEUX
21,21350,MARCILLY ET DRACY
21,21120,POISEUL-LES-SAULX
21,21490,BELLEFOND
21,21310,MAGNY-SAINT-MEDARD
21,21110,LONGECOURT-EN-PLAINE
21,21320,MARTROIS
21,21540,REMILLY-EN-MONTAGNE
21,21230,SAINT-PRIX-LES-ARNAY
21,21121,DAIX
21,21380,MARSANNAY-LE-BOIS
21,21350,SAINTE-COLOMBE
21,21410,GERGUEIL
21,21230,ANTIGNY-LA-VILLE
21,21130,TILLENAY
21,21220,CHAMBOLLE-MUSIGNY
21,21200,MONTAGNY-LES-BEAUNE
21,21230,LACANCHE
21,21310,BEZOUOTTE
21,21360,AUBAINE
21,21230,SAINT-PIERRE-EN-VAUX
21,21330,POINCON-LES-LARREY
21,21400,SAINTE-COLOMBE-SUR-SEINE
21,21400,VILLOTTE-SUR-OURCE
21,21400,VIX
21,21190,NANTOUX
21,21320,SAINTE-SABINE
21,21520,GEVROLLES
21,21500,QUINCY-LE-VICOMTE
21,21610,CHAUME-ET-COURCHAMP
21,21210,CHAMPEAU EN MORVAN
21,21121,DAROIS
21,21430,SAVILLY
21,21120,LUX
21,21450,ETORMAY
21,21140,MASSINGY-LES-SEMUR
21,21510,QUEMIGNY-SUR-SEINE
21,21220,BEVY
21,21120,SPOY
21,21440,SAINT-SEINE-L ABBAYE
21,21110,FAUVERNEY
21,21360,VEUVEY-SUR-OUCHE
21,21390,PRECY-SOUS-THIL
21,21290,SAINT-BROING-LES-MOINES
21,21390,CLAMEREY
21,21220,VALFORET
21,21370,PRENOIS
21,21310,BEZE
21,21520,LOUESME
21,21580,BARJON
21,21310,NOIRON-SUR-BEZE
21,21190,CHASSAGNE-MONTRACHET
21,21360,VIC-DES-PRES
21,21121,ETAULES
21,21490,FLACEY
21,21190,TAILLY
21,21460,EPOISSES
21,21570,BRION-SUR-OURCE
21,21320,VANDENESSE-EN-AUXOIS
21,21210,MISSERY
21,21320,MARCILLY-OGNY
21,21350,BRAIN
21,21140,GENAY
21,21390,NAN-SOUS-THIL
21,21510,BELLENOD-SUR-SEINE
21,21250,PAGNY-LE-CHATEAU
21,21700,MAGNY-LES-VILLERS
21,21160,FLAVIGNEROT
21,21230,CULETRE
21,21360,LUSIGNY-SUR-OUCHE
21,21610,BOURBERAIN
21,21330,FONTAINES-LES-SECHES
21,21340,BAUBIGNY
21,21110,VARANGES
21,21450,AMPILLY-LES-BORDES
